filename,label
.\NatureConservancyCropped\train\ALB\img_02572_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06360_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01278_4.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07588_2.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03304_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07681_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06443_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_04021_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_07059_1.jpg,BET
.\NatureConservancyCropped\train\OTHER\img_02773_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_02111_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_05315_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05624_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00562_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07785_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02362_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06393_1.jpg,ALB
.\NatureConservancyCropped\train\SHARK\img_01324_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_05597_2.jpg,ALB
.\NatureConservancyCropped\test\BET\img_06099_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00605_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01950_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03662_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03011_2.jpg,ALB
.\NatureConservancyCropped\train\SHARK\img_02271_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_02994_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_05950_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07802_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04477_1.jpg,ALB
.\NatureConservancyCropped\test\OTHER\img_07191_1.jpg,OTHER
.\NatureConservancyCropped\test\BET\img_00483_1.jpg,BET
.\NatureConservancyCropped\test\LAG\img_04013_1.jpg,LAG
.\NatureConservancyCropped\train\YFT\img_00440_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00327_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01082_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06668_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03121_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_05757_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02834_2.jpg,BET
.\NatureConservancyCropped\train\YFT\img_07024_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_00321_1.jpg,BET
.\NatureConservancyCropped\train\LAG\img_04279_1.jpg,LAG
.\NatureConservancyCropped\test\BET\img_01328_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07240_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_02727_2.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_02729_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01186_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02229_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_02742_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_04742_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00219_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05128_1.jpg,YFT
.\NatureConservancyCropped\test\BET\img_05293_1.jpg,BET
.\NatureConservancyCropped\test\YFT\img_06734_2.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06514_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03460_1.jpg,YFT
.\NatureConservancyCropped\train\OTHER\img_00886_1.jpg,OTHER
.\NatureConservancyCropped\test\BET\img_02367_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03642_3.jpg,ALB
.\NatureConservancyCropped\test\BET\img_05682_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_04478_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_02586_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_02642_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03642_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06085_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00356_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_02831_1.jpg,OTHER
.\NatureConservancyCropped\train\LAG\img_04279_2.jpg,LAG
.\NatureConservancyCropped\train\ALB\img_04893_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03242_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_02139_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00790_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_06371_1.jpg,BET
.\NatureConservancyCropped\train\BET\img_05841_1.jpg,BET
.\NatureConservancyCropped\train\BET\img_04557_5.jpg,BET
.\NatureConservancyCropped\train\SHARK\img_04050_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_05017_1.jpg,ALB
.\NatureConservancyCropped\test\DOL\img_00964_1.jpg,DOL
.\NatureConservancyCropped\train\ALB\img_07651_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_03055_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_01973_2.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_04086_2.jpg,ALB
.\NatureConservancyCropped\train\LAG\img_01527_1.jpg,LAG
.\NatureConservancyCropped\train\ALB\img_07537_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_07007_2.jpg,BET
.\NatureConservancyCropped\test\YFT\img_06259_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_00052_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00043_1.jpg,ALB
.\NatureConservancyCropped\test\YFT\img_01289_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_04444_1.jpg,YFT
.\NatureConservancyCropped\test\BET\img_05828_1.jpg,BET
.\NatureConservancyCropped\test\YFT\img_04204_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_01450_1.jpg,BET
.\NatureConservancyCropped\train\BET\img_01194_6.jpg,BET
.\NatureConservancyCropped\train\YFT\img_04646_1.jpg,YFT
.\NatureConservancyCropped\test\BET\img_05489_3.jpg,BET
.\NatureConservancyCropped\test\OTHER\img_06962_1.jpg,OTHER
.\NatureConservancyCropped\train\SHARK\img_02114_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_00994_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00097_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01445_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05307_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06350_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05703_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_01767_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_07214_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01255_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06080_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00284_2.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_04907_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_04373_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_02498_4.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07863_4.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_07627_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_04626_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_03560_1.jpg,YFT
.\NatureConservancyCropped\train\SHARK\img_01759_2.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_01144_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_06522_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07767_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03145_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07271_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_00732_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_05846_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_04868_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00457_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_06412_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_00359_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_04684_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_04077_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06388_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03687_4.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01809_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_00261_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_06687_1.jpg,YFT
.\NatureConservancyCropped\test\OTHER\img_06440_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_00055_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04354_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_06719_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_05501_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02996_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02948_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06054_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_00803_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_05812_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01355_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04917_8.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_06155_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_03938_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01162_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07057_3.jpg,ALB
.\NatureConservancyCropped\test\YFT\img_00180_1.jpg,YFT
.\NatureConservancyCropped\test\OTHER\img_04069_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_05675_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05243_1.jpg,ALB
.\NatureConservancyCropped\test\LAG\img_01669_1.jpg,LAG
.\NatureConservancyCropped\train\ALB\img_05090_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04140_1.jpg,ALB
.\NatureConservancyCropped\train\DOL\img_03922_1.jpg,DOL
.\NatureConservancyCropped\test\OTHER\img_01537_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_01763_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03666_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07057_1.jpg,ALB
.\NatureConservancyCropped\test\LAG\img_03946_1.jpg,LAG
.\NatureConservancyCropped\train\ALB\img_06104_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_04592_1.jpg,OTHER
.\NatureConservancyCropped\train\BET\img_03881_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00401_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02913_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00778_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01514_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00898_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03904_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04056_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_03917_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_00208_5.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07225_2.jpg,ALB
.\NatureConservancyCropped\test\OTHER\img_01862_1.jpg,OTHER
.\NatureConservancyCropped\test\ALB\img_05489_4.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07207_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00061_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_04078_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04893_3.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_05857_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_07594_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02034_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02933_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07452_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03898_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_05568_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03656_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06376_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02658_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_04835_1.jpg,BET
.\NatureConservancyCropped\test\ALB\img_03928_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04378_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02133_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02410_3.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_02395_1.jpg,OTHER
.\NatureConservancyCropped\test\BET\img_05185_1.jpg,BET
.\NatureConservancyCropped\train\OTHER\img_00781_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_01066_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06976_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01936_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05507_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05097_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01336_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_00598_3.jpg,BET
.\NatureConservancyCropped\test\OTHER\img_02540_1.jpg,OTHER
.\NatureConservancyCropped\test\BET\img_05790_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_04836_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07766_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07603_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04561_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03108_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03147_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01985_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07517_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_03505_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01980_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05088_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_02035_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04153_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_04129_3.jpg,BET
.\NatureConservancyCropped\train\ALB\img_04917_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05375_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03031_3.jpg,ALB
.\NatureConservancyCropped\train\BET\img_06623_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_04350_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00807_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01362_3.jpg,ALB
.\NatureConservancyCropped\train\BET\img_05240_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00288_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_07440_2.jpg,BET
.\NatureConservancyCropped\train\LAG\img_00784_2.jpg,LAG
.\NatureConservancyCropped\test\ALB\img_05735_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03050_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06907_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_01002_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_06273_3.jpg,BET
.\NatureConservancyCropped\test\YFT\img_07906_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06185_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03313_2.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_04381_1.jpg,YFT
.\NatureConservancyCropped\test\BET\img_04382_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_06588_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07218_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04633_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_07825_3.jpg,BET
.\NatureConservancyCropped\train\YFT\img_02550_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_02840_1.jpg,BET
.\NatureConservancyCropped\train\SHARK\img_06082_4.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_06622_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00705_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_04671_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00447_3.jpg,ALB
.\NatureConservancyCropped\test\SHARK\img_07583_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_01319_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06372_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03096_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_03488_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_04817_4.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00396_1.jpg,ALB
.\NatureConservancyCropped\test\SHARK\img_07538_1.jpg,SHARK
.\NatureConservancyCropped\train\OTHER\img_05954_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_07541_1.jpg,YFT
.\NatureConservancyCropped\test\YFT\img_03440_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_07166_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_07567_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_01539_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01455_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_04880_1.jpg,OTHER
.\NatureConservancyCropped\test\OTHER\img_01377_1.jpg,OTHER
.\NatureConservancyCropped\test\YFT\img_06477_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03463_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_01747_1.jpg,YFT
.\NatureConservancyCropped\train\SHARK\img_06082_3.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_07511_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05384_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05213_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05781_1.jpg,YFT
.\NatureConservancyCropped\test\OTHER\img_07921_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_03427_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_05095_5.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02838_1.jpg,BET
.\NatureConservancyCropped\train\YFT\img_03007_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_04427_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01205_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06995_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02481_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05774_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_02500_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01196_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02545_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_04551_1.jpg,YFT
.\NatureConservancyCropped\train\OTHER\img_02084_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_02825_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00250_1.jpg,YFT
.\NatureConservancyCropped\train\OTHER\img_03163_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_02189_1.jpg,ALB
.\NatureConservancyCropped\train\DOL\img_05446_4.jpg,DOL
.\NatureConservancyCropped\test\BET\img_04285_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_01773_1.jpg,BET
.\NatureConservancyCropped\test\ALB\img_05459_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_04273_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06338_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06336_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_05787_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01796_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05102_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_03952_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05758_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02291_3.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00788_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04917_4.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04915_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06062_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00641_1.jpg,YFT
.\NatureConservancyCropped\train\DOL\img_06442_1.jpg,DOL
.\NatureConservancyCropped\train\ALB\img_04737_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_01966_5.jpg,BET
.\NatureConservancyCropped\train\BET\img_05796_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07720_3.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00535_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_05654_2.jpg,ALB
.\NatureConservancyCropped\test\BET\img_05953_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03748_1.jpg,ALB
.\NatureConservancyCropped\test\YFT\img_00442_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_05336_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_02707_1.jpg,YFT
.\NatureConservancyCropped\test\YFT\img_06690_1.jpg,YFT
.\NatureConservancyCropped\test\OTHER\img_01373_1.jpg,OTHER
.\NatureConservancyCropped\test\DOL\img_06067_1.jpg,DOL
.\NatureConservancyCropped\train\ALB\img_05675_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06094_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01819_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07854_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_00473_1.jpg,ALB
.\NatureConservancyCropped\train\SHARK\img_04857_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_00403_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00188_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_05835_1.jpg,BET
.\NatureConservancyCropped\train\SHARK\img_02260_1.jpg,SHARK
.\NatureConservancyCropped\test\BET\img_03563_3.jpg,BET
.\NatureConservancyCropped\train\DOL\img_06204_1.jpg,DOL
.\NatureConservancyCropped\train\BET\img_06827_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07255_5.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06782_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_04977_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_07474_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03357_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02729_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_02368_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_04825_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00843_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_02918_2.jpg,YFT
.\NatureConservancyCropped\train\OTHER\img_00814_1.jpg,OTHER
.\NatureConservancyCropped\train\SHARK\img_02718_1.jpg,SHARK
.\NatureConservancyCropped\train\BET\img_05974_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_02638_3.jpg,BET
.\NatureConservancyCropped\test\ALB\img_04156_1.jpg,ALB
.\NatureConservancyCropped\test\LAG\img_04310_2.jpg,LAG
.\NatureConservancyCropped\train\ALB\img_02576_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02945_3.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_04495_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_01833_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07241_1.jpg,ALB
.\NatureConservancyCropped\train\SHARK\img_07056_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_00713_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00668_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06925_1.jpg,YFT
.\NatureConservancyCropped\train\SHARK\img_04854_1.jpg,SHARK
.\NatureConservancyCropped\train\YFT\img_02905_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_05110_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_04320_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02519_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00021_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_07447_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00208_2.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_04380_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_02931_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04736_1.jpg,ALB
.\NatureConservancyCropped\test\LAG\img_00071_2.jpg,LAG
.\NatureConservancyCropped\train\BET\img_00363_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_02046_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07380_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07358_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03884_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07566_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07462_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01772_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00421_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05048_1.jpg,YFT
.\NatureConservancyCropped\test\BET\img_01116_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03176_1.jpg,ALB
.\NatureConservancyCropped\test\OTHER\img_05273_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_01840_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01112_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_02360_1.jpg,OTHER
.\NatureConservancyCropped\test\BET\img_06065_1.jpg,BET
.\NatureConservancyCropped\test\DOL\img_04814_1.jpg,DOL
.\NatureConservancyCropped\train\ALB\img_00020_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_05568_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07381_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03282_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_01721_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00928_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_00225_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07225_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06260_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_06426_1.jpg,ALB
.\NatureConservancyCropped\test\YFT\img_07318_1.jpg,YFT
